channel_id,catalog_id,catalogkey,channelkey,ticket_id,ticketpriceschedule_id,hotel_prepaid_commission_percentage
0,171640784610681,171640784610681-340086,0-340086,15635,340086,25
0,171640784610681,171640784610681-340089,0-340089,15635,340089,25
0,171640784610681,171640784610681-340090,0-340090,15635,340090,25
0,171640784610681,171640784610681-340104,0-340104,15650,340104,25
0,171640784610681,171640784610681-340107,0-340107,15650,340107,25
0,171640784610681,171640784610681-340108,0-340108,15650,340108,25
0,171640784610681,171640784610681-340098,0-340098,15653,340098,25
0,171640784610681,171640784610681-340099,0-340099,15653,340099,25
0,171640784610681,171640784610681-339274,0-339274,15659,339274,25
0,171640784610681,171640784610681-339549,0-339549,22578,339549,25
0,171640784610681,171640784610681-339551,0-339551,22578,339551,25
0,171640784610681,171640784610681-339555,0-339555,22578,339555,25
0,171640784610681,171640784610681-339940,0-339940,22584,339940,25
0,171640784610681,171640784610681-339941,0-339941,22584,339941,25
0,171640784610681,171640784610681-339225,0-339225,22886,339225,25
0,171640784610681,171640784610681-339226,0-339226,22886,339226,25
0,171640784610681,171640784610681-339228,0-339228,22886,339228,25
0,171640784610681,171640784610681-339751,0-339751,23158,339751,25
0,171640784610681,171640784610681-339754,0-339754,23158,339754,25
0,171640784610681,171640784610681-319306,0-319306,25037,319306,25
0,171640784610681,171640784610681-406640,0-406640,25788,406640,25
0,171640784610681,171640784610681-406849,0-406849,25840,406849,25
0,171640784610681,171640784610681-406854,0-406854,25848,406854,25
0,171640784610681,171640784610681-319119,0-319119,26460,319119,25
0,171640784610681,171640784610681-406903,0-406903,26460,406903,25
0,171640784610681,171640784610681-406904,0-406904,26460,406904,25
0,171640784610681,171640784610681-319115,0-319115,26591,319115,25
0,171640784610681,171640784610681-406867,0-406867,26591,406867,25
0,171640784610681,171640784610681-406868,0-406868,26591,406868,25
0,171640784610681,171640784610681-339237,0-339237,40338,339237,25
0,171640784610681,171640784610681-339238,0-339238,40338,339238,25
0,171640784610681,171640784610681-339239,0-339239,40338,339239,25
0,171640784610681,171640784610681-339915,0-339915,40352,339915,25
0,171640784610681,171640784610681-319111,0-319111,40616,319111,25
0,171640784610681,171640784610681-404896,0-404896,40616,404896,25
0,171640784610681,171640784610681-404895,0-404895,40616,404895,25
0,171640784610681,171640784610681-404897,0-404897,40616,404897,25
0,171640784610681,171640784610681-405087,0-405087,40642,405087,25
0,171640784610681,171640784610681-405070,0-405070,40652,405070,25
0,171640784610681,171640784610681-339958,0-339958,57036,339958,25
0,171640784610681,171640784610681-339244,0-339244,61384,339244,25
0,171640784610681,171640784610681-339824,0-339824,70893,339824,25
0,171640784610681,171640784610681-339825,0-339825,70893,339825,25
0,171640784610681,171640784610681-339835,0-339835,70902,339835,25
0,171640784610681,171640784610681-339836,0-339836,70902,339836,25
0,171640787561157,171640787561157-362453,0-362453,14159,362453,10
0,171640787561157,171640787561157-362454,0-362454,14159,362454,10
0,171640787561157,171640787561157-362455,0-362455,14159,362455,10
0,171640787561157,171640787561157-383319,0-383319,14159,383319,10
0,171640797655057,171640797655057-387855,0-387855,14153,387855,5
0,171640797655057,171640797655057-387856,0-387856,14153,387856,5
0,171640797655057,171640797655057-387858,0-387858,14153,387858,5
0,171640797655057,171640797655057-341099,0-341099,14258,341099,15
0,171640797655057,171640797655057-387863,0-387863,14357,387863,15
0,171640797655057,171640797655057-187270,0-187270,14411,187270,15
0,171640797655057,171640797655057-187272,0-187272,14411,187272,15
0,171640797655057,171640797655057-390154,0-390154,14474,390154,15
0,171640797655057,171640797655057-303501,0-303501,50575,303501,15
0,171640813023962,171640813023962-339246,0-339246,61384,339246,30
0,171640797655057,171640797655057-341169,0-341169,13982,341169,20
0,171640797655057,171640797655057-341130,0-341130,14120,341130,20
0,171640797655057,171640797655057-362453,0-362453,14159,362453,20
0,171640797655057,171640797655057-362454,0-362454,14159,362454,20
0,171640797655057,171640797655057-362455,0-362455,14159,362455,20
0,171640797655057,171640797655057-362456,0-362456,14159,362456,20
0,171640797655057,171640797655057-383319,0-383319,14159,383319,20
0,171640797655057,171640797655057-366791,0-366791,14231,366791,20
0,171640797655057,171640797655057-366789,0-366789,14231,366789,20
0,171640797655057,171640797655057-366787,0-366787,14231,366787,20
0,171640797655057,171640797655057-384498,0-384498,13817,384498,25
0,171640797655057,171640797655057-384499,0-384499,13817,384499,25
0,171640797655057,171640797655057-384500,0-384500,13817,384500,25
0,171640797655057,171640797655057-328810,0-328810,13829,328810,25
0,171640797655057,171640797655057-358173,0-358173,14165,358173,25
0,171640797655057,171640797655057-358174,0-358174,14165,358174,25
0,171640797655057,171640797655057-358176,0-358176,14165,358176,25
0,171640797655057,171640797655057-339247,0-339247,13799,339247,28
0,171640797655057,171640797655057-339248,0-339248,13799,339248,28
0,171640797655057,171640797655057-339528,0-339528,13916,339528,28
0,171640797655057,171640797655057-339529,0-339529,13916,339529,28
0,171640797655057,171640797655057-339531,0-339531,13916,339531,28
0,171640797655057,171640797655057-339532,0-339532,13916,339532,28
0,171640797655057,171640797655057-339734,0-339734,13928,339734,28
0,171640797655057,171640797655057-339735,0-339735,13928,339735,28
0,171640797655057,171640797655057-339737,0-339737,13928,339737,28
0,171640797655057,171640797655057-339573,0-339573,13931,339573,28
0,171640797655057,171640797655057-339570,0-339570,14042,339570,28
0,171640797655057,171640797655057-339946,0-339946,15605,339946,28
0,171640797655057,171640797655057-339947,0-339947,15605,339947,28
0,171640797655057,171640797655057-339225,0-339225,22886,339225,28
0,171640797655057,171640797655057-339226,0-339226,22886,339226,28
0,171640797655057,171640797655057-339228,0-339228,22886,339228,28
0,171640797655057,171640797655057-339229,0-339229,22886,339229,28
0,171640797655057,171640797655057-339751,0-339751,23158,339751,28
0,171640797655057,171640797655057-339958,0-339958,57036,339958,28
0,171640797655057,171640797655057-339959,0-339959,57036,339959,28
0,171640797655057,171640797655057-339960,0-339960,57036,339960,28
0,171640797655057,171640797655057-339973,0-339973,57039,339973,28
0,171640808526563,171640808526563-206384,0-206384,13682,206384,30
0,171640808526563,171640808526563-206390,0-206390,13682,206390,30
0,171640808526563,171640808526563-339234,0-339234,13685,339234,30
0,171640808526563,171640808526563-339247,0-339247,13799,339247,30
0,171640808526563,171640808526563-339456,0-339456,13805,339456,30
0,171640808526563,171640808526563-339457,0-339457,13805,339457,30
0,171640808526563,171640808526563-339891,0-339891,13904,339891,30
0,171640808526563,171640808526563-339894,0-339894,13904,339894,30
0,171640808526563,171640808526563-339528,0-339528,13916,339528,30
0,171640808526563,171640808526563-339529,0-339529,13916,339529,30
0,171640808526563,171640808526563-339734,0-339734,13928,339734,30
0,171640808526563,171640808526563-339737,0-339737,13928,339737,30
0,171640808526563,171640808526563-339759,0-339759,13952,339759,30
0,171640808526563,171640808526563-339909,0-339909,15590,339909,30
0,171640808526563,171640808526563-339927,0-339927,15599,339927,30
0,171640808526563,171640808526563-339928,0-339928,15599,339928,30
0,171640808526563,171640808526563-339930,0-339930,15599,339930,30
0,171640808526563,171640808526563-339549,0-339549,22578,339549,30
0,171640808526563,171640808526563-339551,0-339551,22578,339551,30
0,171640808526563,171640808526563-339225,0-339225,22886,339225,30
0,171640808526563,171640808526563-339754,0-339754,23158,339754,30
0,171640808526563,171640808526563-339835,0-339835,70902,339835,30
0,171640808526563,171640808526563-387855,0-387855,14153,387855,5
0,171640808526563,171640808526563-387856,0-387856,14153,387856,5
0,171640808526563,171640808526563-387858,0-387858,14153,387858,5
0,171640808526563,171640808526563-341099,0-341099,14258,341099,15
0,171640808526563,171640808526563-341101,0-341101,14258,341101,15
0,171640808526563,171640808526563-334703,0-334703,14312,334703,15
0,171640808526563,171640808526563-187276,0-187276,14408,187276,15
0,171640808526563,171640808526563-303512,0-303512,23722,303512,15
0,171640808526563,171640808526563-350890,0-350890,14069,350890,20
0,171640808526563,171640808526563-362453,0-362453,14159,362453,20
0,171640808526563,171640808526563-362454,0-362454,14159,362454,20
0,171640808526563,171640808526563-362455,0-362455,14159,362455,20
0,171640808526563,171640808526563-362456,0-362456,14159,362456,20
0,171640808526563,171640808526563-383319,0-383319,14159,383319,20
0,171640808526563,171640808526563-350941,0-350941,23622,350941,20
0,171640808526563,171640808526563-384498,0-384498,13817,384498,25
0,171640808526563,171640808526563-384499,0-384499,13817,384499,25
0,171640808526563,171640808526563-384500,0-384500,13817,384500,25
0,171640808526563,171640808526563-384501,0-384501,13820,384501,25
0,171640808526563,171640808526563-384504,0-384504,13823,384504,25
0,171640808526563,171640808526563-328810,0-328810,13829,328810,25
0,171640808526563,171640808526563-339497,0-339497,13832,339497,25
0,171640808526563,171640808526563-339498,0-339498,13832,339498,25
0,171640808526563,171640808526563-358176,0-358176,14165,358176,25
0,171640808526563,171640808526563-362998,0-362998,14456,362998,25
0,171640808526563,171640808526563-362999,0-362999,14456,362999,25
0,171640808526563,171640808526563-363000,0-363000,59633,363000,25
0,171640808526563,171640808526563-339057,0-339057,61395,339057,25
0,171640808526563,171640808526563-337348,0-337348,61426,337348,25
0,171640781409394,171640781409394-384498,0-384498,13817,384498,0
0,171640781409394,171640781409394-384499,0-384499,13817,384499,0
0,171640781409394,171640781409394-387855,0-387855,14153,387855,0
0,171640781409394,171640781409394-387856,0-387856,14153,387856,0
0,171640781409394,171640781409394-362453,0-362453,14159,362453,0
0,171640781409394,171640781409394-362454,0-362454,14159,362454,0
0,171640781409394,171640781409394-362455,0-362455,14159,362455,0
0,171640781409394,171640781409394-362456,0-362456,14159,362456,0
0,171640781409394,171640781409394-383319,0-383319,14159,383319,0
0,171640781409394,171640781409394-358173,0-358173,14165,358173,0
0,171640781409394,171640781409394-303505,0-303505,14426,303505,0
0,171640781409394,171640781409394-339927,0-339927,15599,339927,0
0,171640781409394,171640781409394-339928,0-339928,15599,339928,0
0,171640781409394,171640781409394-339929,0-339929,15599,339929,0
0,171640781409394,171640781409394-339930,0-339930,15599,339930,0
0,171640781409394,171640781409394-339931,0-339931,15599,339931,0
0,171640781409394,171640781409394-339932,0-339932,15599,339932,0
0,171640781409394,171640781409394-339751,0-339751,23158,339751,0
0,171640781409394,171640781409394-334520,0-334520,46339,334520,0
0,171640781409394,171640781409394-256151,0-256151,50895,256151,0
0,171640781409394,171640781409394-333911,0-333911,69647,333911,0
0,171640784610681,171640784610681-407857,0-407857,14504,407857,18
0,171640808526563,171640808526563-407857,0-407857,14504,407857,21
28,0,0-407857,28-407857,14504,407857,21
517,0,0-407857,517-407857,14504,407857,0
665,0,0-407857,665-407857,14504,407857,21
830,0,0-407857,830-407857,14504,407857,18
0,171640784610681,171640784610681-407858,0-407858,14504,407858,18
0,171640797655057,171640797655057-407858,0-407858,14504,407858,21
0,171640808526563,171640808526563-407858,0-407858,14504,407858,21
28,0,0-407858,28-407858,14504,407858,21
517,0,0-407858,517-407858,14504,407858,0
830,0,0-407858,830-407858,14504,407858,18
0,171640784610681,171640784610681-407860,0-407860,14504,407860,18
28,0,0-407860,28-407860,14504,407860,21
830,0,0-407860,830-407860,14504,407860,18
28,0,0-407861,28-407861,14504,407861,21
517,0,0-407861,517-407861,14504,407861,0
0,171640797655057,171640797655057-407862,0-407862,14504,407862,21
28,0,0-407862,28-407862,14504,407862,21
517,0,0-407862,517-407862,14504,407862,0
830,0,0-407862,830-407862,14504,407862,18
517,0,0-407902,517-407902,81172,407902,0
830,0,0-407902,830-407902,81172,407902,10
830,0,0-407903,830-407903,81172,407903,10
156,0,0-408096,156-408096,81206,408096,0
156,0,0-408097,156-408097,81206,408097,0
830,0,0-404562,830-404562,80682,404562,10
517,0,0-404851,517-404851,80803,404851,0
517,0,0-411019,517-411019,81775,411019,0
517,0,0-411022,517-411022,81775,411022,0
517,0,0-411066,517-411066,81787,411066,0
830,0,0-411063,830-411063,81787,411063,25
830,0,0-411064,830-411064,81787,411064,25
830,0,0-411066,830-411066,81787,411066,25
517,0,0-411337,517-411337,81859,411337,0
517,0,0-411338,517-411338,81859,411338,0
517,0,0-411342,517-411342,81859,411342,0
0,171640784610681,171640784610681-303549,0-303549,50595,303549,10
12,0,0-411337,12-411337,81859,411337,0
16,0,0-243119,16-243119,13949,243119,25
16,0,0-243125,16-243125,13949,243125,25
12,0,0-410644,12-410644,81721,410644,0
12,0,0-410645,12-410645,81721,410645,0
12,0,0-410654,12-410654,81726,410654,0
12,0,0-411063,12-411063,81787,411063,0
12,0,0-411038,12-411038,81782,411038,0
12,0,0-411042,12-411042,81782,411042,0
28,0,0-319111,28-319111,40616,319111,25
28,0,0-405087,28-405087,40642,405087,25
28,0,0-405088,28-405088,40642,405088,25
830,0,0-304672,830-304672,28572,304672,0
830,0,0-304673,830-304673,28572,304673,0
830,0,0-303487,830-303487,17618,303487,10
830,0,0-303488,830-303488,17618,303488,10
12,0,0-410590,12-410590,81709,410590,0
830,0,0-412909,830-412909,82215,412909,10
830,0,0-412910,830-412910,82215,412910,10
830,0,0-303480,830-303480,17609,303480,0
830,0,0-303546,830-303546,50601,303546,10
830,0,0-303547,830-303547,50601,303547,10
0,171640797655057,171640797655057-303480,0-303480,17609,303480,15
0,171640797655057,171640797655057-303487,0-303487,17618,303487,15
0,171640797655057,171640797655057-303488,0-303488,17618,303488,15
0,171640784610681,171640784610681-304672,0-304672,28572,304672,10
0,171640784610681,171640784610681-304673,0-304673,28572,304673,10
0,171640784610681,171640784610681-303487,0-303487,17618,303487,10
0,167715372656153,167715372656153-413708,0-413708,25041,413708,30
830,0,0-413708,830-413708,25041,413708,0
0,171640784610681,171640784610681-413749,0-413749,40640,413749,25
830,0,0-413749,830-413749,40640,413749,0
10,0,0-408096,10-408096,81206,408096,0
10,0,0-408097,10-408097,81206,408097,0
10,0,0-410654,10-410654,81726,410654,0
10,0,0-411063,10-411063,81787,411063,0
10,0,0-411064,10-411064,81787,411064,0
0,171640784610681,171640784610681-412909,0-412909,82215,412909,10
0,171640784610681,171640784610681-412910,0-412910,82215,412910,10
0,171640797655057,171640797655057-412909,0-412909,82215,412909,15
0,171640797655057,171640797655057-311877,0-311877,15815,311877,5
0,171640784610681,171640784610681-311877,0-311877,15815,311877,5
0,171640808526563,171640808526563-390066,0-390066,77959,390066,30
0,171640808526563,171640808526563-390067,0-390067,77959,390067,30
28,0,0-401130,28-401130,79970,401130,0
28,0,0-401126,28-401126,79967,401126,0
28,0,0-401127,28-401127,79967,401127,0
0,171640784610681,171640784610681-414992,0-414992,61395,414992,20
0,171640808526563,171640808526563-414992,0-414992,61395,414992,25
10,0,0-414992,10-414992,61395,414992,25
517,0,0-414992,517-414992,61395,414992,0
830,0,0-414992,830-414992,61395,414992,20
12,0,0-415008,12-415008,59340,415008,25
665,0,0-415008,665-415008,59340,415008,25
1430,0,0-415008,1430-415008,59340,415008,25
12,0,0-415009,12-415009,60608,415009,25
30,0,0-415009,30-415009,60608,415009,20
156,0,0-415009,156-415009,60608,415009,20
665,0,0-415009,665-415009,60608,415009,25
1430,0,0-415009,1430-415009,60608,415009,25
0,160277418148092,160277418148092-415013,0-415013,60609,415013,23
0,167715372656153,167715372656153-415013,0-415013,60609,415013,25
12,0,0-415013,12-415013,60609,415013,25
30,0,0-415013,30-415013,60609,415013,20
665,0,0-415013,665-415013,60609,415013,25
830,0,0-415013,830-415013,60609,415013,25
1304,0,0-415013,1304-415013,60609,415013,23
1430,0,0-415013,1430-415013,60609,415013,25
0,171640784610681,171640784610681-415014,0-415014,61426,415014,20
0,171640808526563,171640808526563-415014,0-415014,61426,415014,25
10,0,0-415014,10-415014,61426,415014,25
517,0,0-415014,517-415014,61426,415014,0
830,0,0-415014,830-415014,61426,415014,20
0,167715372656153,167715372656153-415015,0-415015,59337,415015,25
12,0,0-415015,12-415015,59337,415015,25
30,0,0-415015,30-415015,59337,415015,20
665,0,0-415015,665-415015,59337,415015,25
830,0,0-415015,830-415015,59337,415015,25
1430,0,0-415015,1430-415015,59337,415015,25
0,171640784610681,171640784610681-415018,0-415018,67436,415018,20
0,171640808526563,171640808526563-415018,0-415018,67436,415018,25
10,0,0-415018,10-415018,67436,415018,25
517,0,0-415018,517-415018,67436,415018,0
830,0,0-415018,830-415018,67436,415018,20
12,0,0-415019,12-415019,67434,415019,25
665,0,0-415019,665-415019,67434,415019,25
12,0,0-415020,12-415020,67435,415020,25
665,0,0-415020,665-415020,67435,415020,25
10,0,0-411337,10-411337,81859,411337,0
0,171640784610681,171640784610681-417215,0-417215,14417,417215,10
0,171640797655057,171640797655057-417215,0-417215,14417,417215,10
665,0,0-417215,665-417215,14417,417215,10
830,0,0-417215,830-417215,14417,417215,10
830,0,0-417216,830-417216,14417,417216,10
0,171640784610681,171640784610681-417216,0-417216,14417,417216,10
0,171640797655057,171640797655057-417216,0-417216,14417,417216,10
0,171640784610681,171640784610681-417225,0-417225,14417,417225,10
0,171640797655057,171640797655057-417225,0-417225,14417,417225,10
517,0,0-417225,517-417225,14417,417225,0
665,0,0-417225,665-417225,14417,417225,10
830,0,0-417225,830-417225,14417,417225,10
0,171640784610681,171640784610681-417226,0-417226,14417,417226,10
0,171640797655057,171640797655057-417226,0-417226,14417,417226,10
517,0,0-417226,517-417226,14417,417226,0
830,0,0-417226,830-417226,14417,417226,10
517,0,0-417227,517-417227,14417,417227,0
12,0,0-411331,12-411331,15569,411331,30
262,0,0-390066,262-390066,77959,390066,0
262,0,0-390067,262-390067,77959,390067,0
262,0,0-390068,262-390068,77959,390068,0
10,0,0-411331,10-411331,15569,411331,30
